SALT LAKE CITY INTERNATIONAL AIRPORT,09/28/21,71
SALT LAKE CITY INTERNATIONAL AIRPORT,09/29/21,53
SALT LAKE CITY INTERNATIONAL AIRPORT,09/30/21,54
SALT LAKE CITY INTERNATIONAL AIRPORT,10/01/21,58
SALT LAKE CITY INTERNATIONAL AIRPORT,10/02/21,62
SALT LAKE CITY INTERNATIONAL AIRPORT,10/03/21,62
SALT LAKE CITY INTERNATIONAL AIRPORT,10/04/21,66
SALT LAKE CITY INTERNATIONAL AIRPORT,10/05/21,70
SALT LAKE CITY INTERNATIONAL AIRPORT,10/06/21,64
SALT LAKE CITY INTERNATIONAL AIRPORT,10/07/21,62
SALT LAKE CITY INTERNATIONAL AIRPORT,10/08/21,57
SALT LAKE CITY INTERNATIONAL AIRPORT,10/09/21,49
SALT LAKE CITY INTERNATIONAL AIRPORT,10/10/21,51
SALT LAKE CITY INTERNATIONAL AIRPORT,10/11/21,53
SALT LAKE CITY INTERNATIONAL AIRPORT,10/12/21,41
SALT LAKE CITY INTERNATIONAL AIRPORT,10/13/21,39
SALT LAKE CITY INTERNATIONAL AIRPORT,10/14/21,42
SALT LAKE CITY INTERNATIONAL AIRPORT,10/15/21,41
SALT LAKE CITY INTERNATIONAL AIRPORT,10/16/21,46
SALT LAKE CITY INTERNATIONAL AIRPORT,10/17/21,53
SALT LAKE CITY INTERNATIONAL AIRPORT,10/18/21,57
SALT LAKE CITY INTERNATIONAL AIRPORT,10/19/21,43
SALT LAKE CITY INTERNATIONAL AIRPORT,10/20/21,46
SALT LAKE CITY INTERNATIONAL AIRPORT,10/21/21,52
SALT LAKE CITY INTERNATIONAL AIRPORT,10/22/21,54
SALT LAKE CITY INTERNATIONAL AIRPORT,10/23/21,53
SALT LAKE CITY INTERNATIONAL AIRPORT,10/24/21,46
SALT LAKE CITY INTERNATIONAL AIRPORT,10/25/21,62
SALT LAKE CITY INTERNATIONAL AIRPORT,10/26/21,43
SALT LAKE CITY INTERNATIONAL AIRPORT,10/27/21,48
SALT LAKE CITY INTERNATIONAL AIRPORT,10/28/21,51
SALT LAKE CITY INTERNATIONAL AIRPORT,10/29/21,51
SALT LAKE CITY INTERNATIONAL AIRPORT,10/30/21,52
SALT LAKE CITY INTERNATIONAL AIRPORT,10/31/21,53
SALT LAKE CITY INTERNATIONAL AIRPORT,11/01/21,53
